customer_id,company_name,industry,subscription_tier,contract_type,payment_method,signup_cohort,tenure_months,monthly_charges,total_charges,active_user_seats,feature_adoption_rate,support_tickets_30d,days_since_last_login,nps_score,churn_risk_score,risk_tier,churn_status,churn_reason
CUST-11144,Integra Cloud Technologies,Technology,Starter,Month-to-Month,Electronic Check,2026-06,1,131.82,134.66,5,95,1,1,4,29.9,Low Risk,1,Executive Leadership Turnover
CUST-11145,Kinetic Cloud Technologies,E-Commerce,Professional,Month-to-Month,Credit Card,2025-12,7,305.84,2169.97,5,69,0,5,8,34.3,Low Risk,0,N/A
CUST-11146,Luminary Cloud Technologies,Manufacturing,Professional,Month-to-Month,Bank Transfer,2024-08,11,385.86,4242.13,16,20,3,1,8,41.3,Medium Risk,0,N/A
CUST-11147,Meridian Cloud Technologies,E-Commerce,Enterprise,Month-to-Month,Electronic Check,2024-08,14,947.14,13779.51,24,20,0,1,10,25.0,Low Risk,1,Executive Leadership Turnover
CUST-11148,Nova Cloud Technologies,Manufacturing,Professional,Month-to-Month,Credit Card,2024-02,9,330.73,3069.39,9,16,4,1,10,53.7,Medium Risk,0,N/A
CUST-11149,Omni Cloud Technologies,Healthcare,Starter,Month-to-Month,Bank Transfer,2025-08,9,135.91,1238.58,4,95,4,0,7,28.9,Low Risk,1,Competitor Migration
CUST-11150,Pinnacle Cloud Technologies,Education,Professional,1-Year,Bank Transfer,2025-02,11,564.97,6178.43,34,27,0,2,10,11.4,Low Risk,0,N/A
CUST-11151,Acro Cloud Technologies,Financial Services,Enterprise,Month-to-Month,Credit Card,2025-09,10,1885.97,18173.51,135,17,2,0,9,21.4,Low Risk,0,N/A
CUST-11152,Boreal Cloud Technologies,Healthcare,Starter,Month-to-Month,Bank Transfer,2025-03,8,121.42,981.24,4,94,0,0,9,4.3,Low Risk,0,N/A
CUST-11153,Cortex Cloud Technologies,Financial Services,Enterprise,Month-to-Month,Electronic Check,2025-04,13,1829.39,23630.54,130,15,0,0,4,67.9,High Risk,0,N/A
CUST-11154,Equinox Cloud Technologies,Technology,Professional,Month-to-Month,Credit Card,2025-11,3,342.56,1060.64,11,49,2,3,9,23.1,Low Risk,0,N/A
CUST-11155,Flux Cloud Technologies,Manufacturing,Enterprise,Month-to-Month,Electronic Check,2025-06,11,1634.02,17895.24,104,87,0,1,4,22.3,Low Risk,0,N/A
CUST-11156,Galactic Cloud Technologies,Financial Services,Starter,1-Year,Electronic Check,2024-07,13,146.92,1851.19,4,52,1,1,10,3.2,Low Risk,0,N/A
CUST-11157,Helix Cloud Technologies,Education,Starter,1-Year,Electronic Check,2024-04,18,97.04,1684.23,1,76,1,2,8,3.6,Low Risk,0,N/A
CUST-11158,Infini Cloud Technologies,Healthcare,Professional,Month-to-Month,Bank Transfer,2026-04,1,376.46,371.4,12,45,1,0,7,28.9,Low Risk,1,Budget Reallocation / Price
CUST-11159,Krypton Cloud Technologies,Healthcare,Enterprise,2-Year,Bank Transfer,2026-02,2,997.47,2016.3,31,96,0,0,7,2.7,Low Risk,0,N/A
CUST-11160,Matrix Cloud Technologies,Technology,Professional,1-Year,Electronic Check,2024-11,1,390.13,401.46,15,19,2,3,9,26.9,Low Risk,0,N/A
CUST-11161,Neutron Cloud Technologies,Education,Starter,1-Year,Credit Card,2024-03,3,137.27,416.67,6,39,1,5,7,23.1,Low Risk,0,N/A
CUST-11162,Optima Cloud Technologies,Technology,Professional,Month-to-Month,Bank Transfer,2024-12,11,518.4,5593.28,28,63,2,3,7,29.9,Low Risk,1,Budget Reallocation / Price
CUST-11163,Prism Cloud Technologies,Technology,Professional,1-Year,Credit Card,2025-04,3,344.01,1016.68,9,34,0,3,7,53.7,Medium Risk,0,N/A
CUST-11164,Radiant Cloud Technologies,E-Commerce,Starter,Month-to-Month,Bank Transfer,2025-10,5,156.36,767.73,7,46,1,2,3,35.4,Medium Risk,0,N/A
CUST-11165,Solaris Cloud Technologies,Healthcare,Professional,Month-to-Month,Credit Card,2025-05,4,446.3,1767.39,23,56,1,0,6,18.2,Low Risk,1,Low User Adoption
CUST-11166,Titan Cloud Technologies,Technology,Professional,Month-to-Month,Bank Transfer,2025-02,15,319.38,4964.36,6,94,1,45,9,25.9,Low Risk,0,N/A
CUST-11167,Zenith Cloud Technologies,Manufacturing,Starter,1-Year,Electronic Check,2026-04,4,99.62,382.7,2,47,3,0,8,7.9,Low Risk,0,N/A
CUST-11168,Strata Cloud Technologies,Education,Professional,Month-to-Month,Electronic Check,2025-04,8,573.99,4555.08,35,81,0,3,5,35.4,Medium Risk,0,N/A
CUST-11169,Synapse Cloud Technologies,Healthcare,Starter,Month-to-Month,Credit Card,2025-12,2,102.45,199.3,2,81,1,2,8,14.8,Low Risk,0,N/A
CUST-11170,Vortex Cloud Technologies,Healthcare,Enterprise,1-Year,Credit Card,2024-07,4,1182.39,4650.72,53,54,5,0,7,26.9,Low Risk,1,Poor Onboarding Experience
CUST-11171,Vector Cloud Technologies,Education,Starter,Month-to-Month,Bank Transfer,2026-04,1,164.61,167.02,6,38,1,0,8,28.9,Low Risk,0,N/A
CUST-11172,Zenith Cloud Technologies,Financial Services,Starter,Month-to-Month,Bank Transfer,2026-02,3,112.4,324.32,1,52,1,14,7,43.8,Medium Risk,0,N/A
CUST-11173,Aegis Cloud Technologies,Healthcare,Professional,1-Year,Credit Card,2026-03,3,390.95,1189.15,16,57,2,0,8,13.6,Low Risk,0,N/A
CUST-11174,Orion Cloud Technologies,Financial Services,Starter,Month-to-Month,Bank Transfer,2024-07,7,123.76,840.13,1,60,0,1,8,21.4,Low Risk,0,N/A
CUST-11175,Apex Digital Technologies,Education,Starter,Month-to-Month,Credit Card,2025-03,17,134.21,2226.56,3,74,2,3,8,29.9,Low Risk,0,N/A
CUST-11176,Vanguard Digital Technologies,Manufacturing,Starter,Month-to-Month,Credit Card,2024-08,2,131.74,265.84,4,67,3,3,10,23.1,Low Risk,0,N/A
CUST-11177,Nexus Digital Technologies,Manufacturing,Professional,Month-to-Month,Credit Card,2025-05,14,555.46,7595.22,35,67,2,3,7,29.9,Low Risk,1,Competitor Migration
CUST-11178,Quantum Digital Technologies,Technology,Enterprise,Month-to-Month,Credit Card,2025-06,3,969.01,2938.85,27,91,1,0,8,14.8,Low Risk,0,N/A
CUST-11179,Hyperion Digital Technologies,E-Commerce,Starter,1-Year,Electronic Check,2026-06,2,151.81,299.87,5,15,3,2,7,33.2,Low Risk,0,N/A
CUST-11180,Aura Digital Technologies,Technology,Starter,Month-to-Month,Credit Card,2026-01,5,167.98,829.35,10,51,0,0,5,40.1,Medium Risk,0,N/A
CUST-11181,Catalyst Digital Technologies,Technology,Professional,Month-to-Month,Electronic Check,2024-06,7,527.89,3647.25,29,92,1,0,5,19.0,Low Risk,0,N/A
CUST-11182,Pulse Digital Technologies,Technology,Starter,2-Year,Bank Transfer,2025-05,9,113.34,998.65,1,67,4,0,7,10.9,Low Risk,1,Budget Reallocation / Price
CUST-11183,Vertex Digital Technologies,E-Commerce,Professional,Month-to-Month,Credit Card,2024-04,24,571.68,14131.74,35,31,1,5,10,19.8,Low Risk,0,N/A
CUST-11184,Starlight Digital Technologies,Technology,Professional,Month-to-Month,Credit Card,2026-03,1,352.65,341.36,11,64,0,1,6,33.2,Low Risk,0,N/A
CUST-11185,Beacon Digital Technologies,Healthcare,Professional,Month-to-Month,Electronic Check,2025-05,9,388.41,3569.25,13,38,1,0,8,18.2,Low Risk,0,N/A
CUST-11186,Cobalt Digital Technologies,Education,Enterprise,1-Year,Bank Transfer,2024-02,4,1373.94,5618.97,73,45,0,2,9,3.9,Low Risk,0,N/A
CUST-11187,Crest Digital Technologies,Financial Services,Starter,2-Year,Credit Card,2025-05,3,178.7,516.95,8,67,0,0,7,6.0,Low Risk,0,N/A
CUST-11188,Elevation Digital Technologies,Education,Starter,Month-to-Month,Credit Card,2025-07,10,110.2,1145.37,1,23,3,0,5,63.4,Medium Risk,1,Poor Onboarding Experience
CUST-11189,Frontier Digital Technologies,Manufacturing,Enterprise,1-Year,Credit Card,2025-09,7,1790.97,12589.64,123,94,1,1,9,1.4,Low Risk,0,N/A
CUST-11190,Horizon Digital Technologies,Manufacturing,Professional,1-Year,Electronic Check,2025-03,3,510.04,1585.44,28,81,0,1,7,7.6,Low Risk,0,N/A
CUST-11191,Integra Digital Technologies,Healthcare,Starter,Month-to-Month,Credit Card,2024-10,19,169.1,3112.23,10,94,2,5,10,3.2,Low Risk,0,N/A
CUST-11192,Kinetic Digital Technologies,Healthcare,Starter,Month-to-Month,Credit Card,2024-02,14,133.17,1857.99,3,94,2,45,7,47.5,Medium Risk,1,Missing Core Feature
CUST-11193,Luminary Digital Technologies,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2025-06,12,970.97,11522.82,27,44,1,0,8,18.2,Low Risk,0,N/A
CUST-11194,Meridian Digital Technologies,Healthcare,Enterprise,1-Year,Bank Transfer,2026-03,3,1209.5,3745.26,55,15,3,21,9,64.6,Medium Risk,1,Competitor Migration
CUST-11195,Nova Digital Technologies,Manufacturing,Professional,1-Year,Credit Card,2025-01,12,375.05,4458.27,15,84,2,1,6,3.6,Low Risk,0,N/A
CUST-11196,Omni Digital Technologies,E-Commerce,Starter,Month-to-Month,Credit Card,2026-02,4,129.82,511.54,2,27,2,2,4,63.4,Medium Risk,1,Low User Adoption
CUST-11197,Pinnacle Digital Technologies,Financial Services,Enterprise,Month-to-Month,Bank Transfer,2025-06,3,1152.82,3568.85,50,45,1,3,9,23.1,Low Risk,0,N/A
CUST-11198,Acro Digital Technologies,Technology,Enterprise,Month-to-Month,Bank Transfer,2026-04,4,1262.74,5052.54,62,91,1,8,2,31.0,Low Risk,1,Poor Onboarding Experience
CUST-11199,Boreal Digital Technologies,Technology,Starter,Month-to-Month,Electronic Check,2026-04,1,143.0,140.63,4,21,4,1,2,93.1,High Risk,1,Missing Core Feature
CUST-11200,Cortex Digital Technologies,Manufacturing,Starter,Month-to-Month,Bank Transfer,2025-09,9,133.4,1157.41,6,40,3,14,8,29.9,Low Risk,0,N/A
CUST-11201,Equinox Digital Technologies,Financial Services,Starter,2-Year,Credit Card,2025-08,5,132.45,657.12,5,65,0,3,7,6.3,Low Risk,0,N/A
CUST-11202,Flux Digital Technologies,E-Commerce,Professional,Month-to-Month,Credit Card,2025-12,7,455.3,3309.99,24,77,2,5,10,6.6,Low Risk,0,N/A
CUST-11203,Galactic Digital Technologies,Manufacturing,Professional,1-Year,Bank Transfer,2026-06,2,452.84,938.59,24,23,5,0,7,67.9,High Risk,1,Competitor Migration
CUST-11204,Helix Digital Technologies,Financial Services,Starter,2-Year,Credit Card,2025-03,3,113.09,328.46,3,74,0,5,9,4.5,Low Risk,0,N/A
CUST-11205,Infini Digital Technologies,Manufacturing,Starter,1-Year,Bank Transfer,2025-05,11,143.94,1535.37,7,55,0,1,8,9.5,Low Risk,0,N/A
CUST-11206,Krypton Digital Technologies,Healthcare,Professional,Month-to-Month,Bank Transfer,2024-02,24,550.38,13219.97,33,36,3,1,4,20.6,Low Risk,0,N/A
CUST-11207,Matrix Digital Technologies,Technology,Professional,Month-to-Month,Bank Transfer,2024-09,4,400.32,1638.55,14,65,1,0,4,35.4,Medium Risk,0,N/A
CUST-11208,Neutron Digital Technologies,Education,Professional,Month-to-Month,Bank Transfer,2024-03,29,542.03,15333.3,34,77,3,2,9,1.7,Low Risk,0,N/A
CUST-11209,Optima Digital Technologies,Manufacturing,Enterprise,Month-to-Month,Credit Card,2025-04,15,1804.51,26511.2,127,44,2,5,5,51.2,Medium Risk,0,N/A
CUST-11210,Prism Digital Technologies,Technology,Enterprise,2-Year,Credit Card,2024-11,8,1290.52,10397.35,65,88,2,14,1,5.5,Low Risk,0,N/A
CUST-11211,Radiant Digital Technologies,Education,Professional,2-Year,Credit Card,2025-11,1,414.83,425.04,17,66,3,1,9,2.0,Low Risk,0,N/A
CUST-11212,Solaris Digital Technologies,Technology,Starter,Month-to-Month,Credit Card,2024-06,6,102.16,621.73,1,43,1,1,4,35.4,Medium Risk,0,N/A
CUST-11213,Titan Digital Technologies,Education,Starter,Month-to-Month,Bank Transfer,2024-09,13,150.37,1888.0,6,87,0,0,8,10.4,Low Risk,0,N/A
CUST-11214,Zenith Digital Technologies,Manufacturing,Starter,Month-to-Month,Credit Card,2024-02,18,179.43,3240.56,10,90,1,2,5,19.0,Low Risk,0,N/A
CUST-11215,Strata Digital Technologies,Manufacturing,Enterprise,2-Year,Electronic Check,2026-02,1,1233.44,1255.07,60,92,2,0,9,0.9,Low Risk,0,N/A
CUST-11216,Synapse Digital Technologies,Education,Professional,1-Year,Bank Transfer,2025-08,6,458.92,2742.92,21,93,1,2,8,3.6,Low Risk,0,N/A
CUST-11217,Vortex Digital Technologies,Manufacturing,Professional,2-Year,Credit Card,2025-03,3,572.36,1714.0,35,60,4,0,8,18.2,Low Risk,0,N/A
CUST-11218,Vector Digital Technologies,Manufacturing,Professional,2-Year,Credit Card,2025-01,3,474.04,1425.78,26,93,0,2,10,1.0,Low Risk,0,N/A
CUST-11219,Zenith Digital Technologies,E-Commerce,Professional,2-Year,Credit Card,2025-11,3,540.33,1658.67,32,31,0,2,7,16.8,Low Risk,0,N/A
CUST-11220,Aegis Digital Technologies,Manufacturing,Starter,1-Year,Credit Card,2026-02,2,157.02,310.53,9,62,0,0,1,32.1,Low Risk,0,N/A
CUST-11221,Orion Digital Technologies,E-Commerce,Starter,Month-to-Month,Bank Transfer,2025-10,2,177.12,350.68,10,36,0,1,9,16.1,Low Risk,0,N/A
CUST-11222,Apex Bio Technologies,Financial Services,Starter,1-Year,Bank Transfer,2024-12,20,170.76,3480.6,9,52,0,0,10,1.9,Low Risk,0,N/A
CUST-11223,Vanguard Bio Technologies,Financial Services,Professional,2-Year,Bank Transfer,2026-05,3,540.32,1598.64,31,28,0,0,3,33.2,Low Risk,0,N/A
CUST-11224,Nexus Bio Technologies,Manufacturing,Professional,Month-to-Month,Electronic Check,2024-11,13,519.13,6598.75,28,36,5,0,10,26.9,Low Risk,1,Executive Leadership Turnover
CUST-11225,Quantum Bio Technologies,Manufacturing,Professional,Month-to-Month,Electronic Check,2025-05,2,480.45,962.36,26,86,2,1,1,29.9,Low Risk,0,N/A
CUST-11226,Hyperion Bio Technologies,E-Commerce,Enterprise,Month-to-Month,Credit Card,2025-10,5,1595.05,8226.55,103,48,0,0,8,21.4,Low Risk,1,Executive Leadership Turnover
CUST-11227,Aura Bio Technologies,Manufacturing,Starter,1-Year,Bank Transfer,2024-07,17,129.49,2150.29,2,57,1,0,2,17.5,Low Risk,0,N/A
CUST-11228,Catalyst Bio Technologies,Financial Services,Starter,Month-to-Month,Bank Transfer,2024-04,7,138.88,999.06,5,37,1,8,9,14.2,Low Risk,0,N/A
CUST-11229,Pulse Bio Technologies,Manufacturing,Starter,Month-to-Month,Bank Transfer,2025-08,5,155.66,796.51,7,34,2,2,3,63.4,Medium Risk,0,N/A
CUST-11230,Vertex Bio Technologies,Technology,Professional,1-Year,Electronic Check,2024-04,23,347.48,8156.85,10,90,1,2,8,1.7,Low Risk,0,N/A
CUST-11231,Starlight Bio Technologies,Technology,Starter,Month-to-Month,Credit Card,2026-01,3,114.23,351.17,3,66,0,0,6,33.2,Low Risk,0,N/A
CUST-11232,Beacon Bio Technologies,E-Commerce,Professional,1-Year,Credit Card,2026-02,4,555.36,2192.63,35,83,1,0,4,8.3,Low Risk,0,N/A
CUST-11233,Cobalt Bio Technologies,Financial Services,Enterprise,Month-to-Month,Credit Card,2024-12,11,1511.45,16118.74,91,93,0,1,6,10.4,Low Risk,0,N/A
CUST-11234,Crest Bio Technologies,Technology,Enterprise,Month-to-Month,Electronic Check,2024-01,29,1849.99,55273.83,129,20,0,5,7,43.8,Medium Risk,1,Executive Leadership Turnover
CUST-11235,Elevation Bio Technologies,Technology,Enterprise,1-Year,Electronic Check,2024-04,26,1191.99,29835.85,53,56,3,0,1,9.1,Low Risk,0,N/A
CUST-11236,Frontier Bio Technologies,Healthcare,Professional,Month-to-Month,Bank Transfer,2024-10,10,418.94,4186.26,18,81,1,1,8,8.7,Low Risk,0,N/A
CUST-11237,Horizon Bio Technologies,E-Commerce,Enterprise,2-Year,Credit Card,2025-12,3,1379.81,4299.97,76,97,1,3,4,9.5,Low Risk,0,N/A
CUST-11238,Integra Bio Technologies,Education,Starter,2-Year,Bank Transfer,2024-07,6,141.58,824.08,6,84,3,0,4,2.9,Low Risk,0,N/A
CUST-11239,Kinetic Bio Technologies,Manufacturing,Starter,1-Year,Bank Transfer,2025-12,1,110.94,110.61,1,26,1,1,7,33.2,Low Risk,1,Low User Adoption
CUST-11240,Luminary Bio Technologies,Technology,Professional,Month-to-Month,Bank Transfer,2025-03,6,509.51,3023.6,29,38,3,1,6,18.2,Low Risk,0,N/A
CUST-11241,Meridian Bio Technologies,Education,Starter,2-Year,Electronic Check,2024-11,5,119.26,590.69,3,94,0,5,9,1.1,Low Risk,0,N/A
CUST-11242,Nova Bio Technologies,Education,Professional,Month-to-Month,Electronic Check,2025-11,8,488.08,3994.36,28,30,1,0,7,41.3,Medium Risk,1,Poor Onboarding Experience
CUST-11243,Omni Bio Technologies,Education,Starter,2-Year,Electronic Check,2026-06,1,188.44,184.13,10,56,0,0,10,2.4,Low Risk,0,N/A
CUST-11244,Pinnacle Bio Technologies,E-Commerce,Enterprise,1-Year,Credit Card,2025-07,2,1127.15,2222.76,45,96,0,2,4,16.8,Low Risk,0,N/A
CUST-11245,Acro Bio Technologies,Financial Services,Professional,2-Year,Credit Card,2024-11,18,376.13,6902.31,12,54,0,0,8,3.4,Low Risk,0,N/A
CUST-11246,Boreal Bio Technologies,E-Commerce,Starter,2-Year,Credit Card,2024-09,9,150.14,1316.72,7,88,3,3,8,2.3,Low Risk,0,N/A
CUST-11247,Cortex Bio Technologies,E-Commerce,Professional,Month-to-Month,Bank Transfer,2024-06,15,548.62,8400.3,32,23,0,1,8,46.3,Medium Risk,0,N/A
CUST-11248,Equinox Bio Technologies,E-Commerce,Professional,2-Year,Bank Transfer,2025-07,9,357.16,3111.21,11,81,0,0,9,0.6,Low Risk,0,N/A
CUST-11249,Flux Bio Technologies,Financial Services,Starter,Month-to-Month,Electronic Check,2024-09,18,108.18,1948.16,1,77,1,14,9,6.6,Low Risk,0,N/A
CUST-11250,Galactic Bio Technologies,Manufacturing,Professional,1-Year,Credit Card,2024-12,17,474.87,7880.33,26,60,0,2,7,9.5,Low Risk,1,Missing Core Feature
CUST-11251,Helix Bio Technologies,Financial Services,Enterprise,1-Year,Electronic Check,2026-04,3,1431.29,4421.66,80,29,1,1,9,16.1,Low Risk,0,N/A
CUST-11252,Infini Bio Technologies,Manufacturing,Enterprise,Month-to-Month,Credit Card,2026-01,6,1085.3,6395.73,43,90,2,2,3,19.0,Low Risk,0,N/A
CUST-11253,Krypton Bio Technologies,Education,Professional,Month-to-Month,Bank Transfer,2025-02,16,318.92,4957.88,6,25,0,2,3,67.9,High Risk,0,N/A
CUST-11254,Matrix Bio Technologies,Technology,Professional,Month-to-Month,Bank Transfer,2025-10,8,489.81,3995.6,28,67,1,2,2,35.4,Medium Risk,0,N/A
CUST-11255,Neutron Bio Technologies,Technology,Starter,Month-to-Month,Bank Transfer,2024-04,20,154.09,3145.89,7,19,1,3,8,38.9,Medium Risk,0,N/A
CUST-11256,Optima Bio Technologies,Healthcare,Starter,Month-to-Month,Bank Transfer,2024-07,14,191.64,2763.85,10,63,0,1,8,21.4,Low Risk,0,N/A
CUST-11257,Prism Bio Technologies,Financial Services,Professional,1-Year,Bank Transfer,2024-03,10,319.74,3289.45,8,17,2,2,8,21.4,Low Risk,1,Budget Reallocation / Price
CUST-11258,Radiant Bio Technologies,Manufacturing,Professional,Month-to-Month,Bank Transfer,2026-03,5,328.25,1685.85,9,39,2,1,10,7.9,Low Risk,0,N/A
CUST-11259,Solaris Bio Technologies,Technology,Enterprise,Month-to-Month,Credit Card,2025-08,6,917.19,5383.77,20,31,2,2,9,21.4,Low Risk,0,N/A
CUST-11260,Titan Bio Technologies,E-Commerce,Starter,2-Year,Credit Card,2025-06,6,129.68,802.24,5,64,0,8,5,14.2,Low Risk,1,Missing Core Feature
CUST-11261,Zenith Bio Technologies,Healthcare,Starter,Month-to-Month,Credit Card,2024-06,16,181.06,2883.78,8,44,1,0,4,35.4,Medium Risk,0,N/A
CUST-11262,Strata Bio Technologies,Education,Enterprise,1-Year,Credit Card,2024-05,5,1838.92,9527.75,130,51,1,14,3,28.9,Low Risk,0,N/A
CUST-11263,Synapse Bio Technologies,Healthcare,Enterprise,1-Year,Bank Transfer,2024-08,2,905.26,1819.85,21,30,0,1,9,19.0,Low Risk,0,N/A
CUST-11264,Vortex Bio Technologies,Education,Professional,Month-to-Month,Bank Transfer,2025-03,12,430.76,5310.37,18,62,0,5,10,16.8,Low Risk,0,N/A
CUST-11265,Vector Bio Technologies,Healthcare,Enterprise,Month-to-Month,Bank Transfer,2024-02,25,1449.16,37076.85,84,30,2,1,2,45.0,Medium Risk,1,Executive Leadership Turnover
CUST-11266,Zenith Bio Technologies,Manufacturing,Starter,1-Year,Bank Transfer,2024-06,14,162.45,2249.96,8,81,0,0,3,10.0,Low Risk,0,N/A
CUST-11267,Aegis Bio Technologies,Technology,Starter,Month-to-Month,Bank Transfer,2024-02,15,119.4,1821.46,1,25,0,0,7,46.3,Medium Risk,1,Poor Onboarding Experience
CUST-11268,Orion Bio Technologies,Financial Services,Starter,Month-to-Month,Electronic Check,2024-09,16,117.45,1888.99,1,53,0,1,3,40.1,Medium Risk,1,Missing Core Feature
CUST-11269,Apex Cyber Technologies,Healthcare,Starter,Month-to-Month,Credit Card,2025-08,5,180.67,925.29,9,78,0,0,1,22.3,Low Risk,1,Executive Leadership Turnover
CUST-11270,Vanguard Cyber Technologies,Healthcare,Professional,2-Year,Credit Card,2024-09,14,360.29,4939.36,10,65,1,0,6,2.8,Low Risk,0,N/A
CUST-11271,Nexus Cyber Technologies,Healthcare,Professional,Month-to-Month,Bank Transfer,2025-02,14,417.16,5978.12,20,27,0,1,8,46.3,Medium Risk,0,N/A
CUST-11272,Quantum Cyber Technologies,Technology,Professional,Month-to-Month,Bank Transfer,2024-01,24,439.83,10826.61,20,98,0,0,9,2.1,Low Risk,0,N/A
CUST-11273,Hyperion Cyber Technologies,Manufacturing,Professional,1-Year,Credit Card,2024-11,8,543.26,4185.41,32,23,0,0,5,45.0,Medium Risk,0,N/A
CUST-11274,Aura Cyber Technologies,Manufacturing,Starter,2-Year,Credit Card,2025-08,9,194.26,1774.24,10,78,1,2,5,2.9,Low Risk,0,N/A
CUST-11275,Catalyst Cyber Technologies,E-Commerce,Starter,Month-to-Month,Electronic Check,2024-04,5,183.25,897.8,9,42,1,14,7,29.9,Low Risk,0,N/A
CUST-11276,Pulse Cyber Technologies,Healthcare,Professional,1-Year,Electronic Check,2025-10,10,405.91,4158.8,18,91,0,2,3,10.0,Low Risk,0,N/A
CUST-11277,Vertex Cyber Technologies,Technology,Professional,2-Year,Electronic Check,2025-10,3,544.74,1679.23,34,18,0,0,7,16.8,Low Risk,0,N/A
CUST-11278,Starlight Cyber Technologies,Technology,Starter,1-Year,Credit Card,2025-09,5,118.44,572.48,1,27,3,8,8,34.3,Low Risk,0,N/A
CUST-11279,Beacon Cyber Technologies,Financial Services,Professional,Month-to-Month,Credit Card,2026-01,5,514.53,2620.18,29,72,4,8,3,81.8,High Risk,1,Missing Core Feature
CUST-11280,Cobalt Cyber Technologies,Manufacturing,Professional,2-Year,Credit Card,2026-03,1,475.76,473.91,23,84,4,8,6,15.4,Low Risk,1,Missing Core Feature
CUST-11281,Crest Cyber Technologies,Financial Services,Professional,1-Year,Credit Card,2025-05,6,516.95,2989.25,28,71,4,1,2,47.5,Medium Risk,1,Low User Adoption
CUST-11282,Elevation Cyber Technologies,E-Commerce,Starter,Month-to-Month,Bank Transfer,2025-07,2,126.51,253.24,2,53,1,0,8,28.9,Low Risk,1,Competitor Migration
CUST-11283,Frontier Cyber Technologies,E-Commerce,Professional,Month-to-Month,Credit Card,2025-06,9,451.46,4202.98,23,34,1,3,8,57.4,Medium Risk,0,N/A
CUST-11284,Horizon Cyber Technologies,E-Commerce,Professional,1-Year,Bank Transfer,2024-04,9,306.85,2793.09,6,26,2,1,6,21.4,Low Risk,1,Low User Adoption
CUST-11285,Integra Cyber Technologies,Healthcare,Professional,1-Year,Credit Card,2024-11,13,498.78,6566.43,26,60,0,14,8,16.8,Low Risk,0,N/A
CUST-11286,Kinetic Cyber Technologies,Education,Starter,2-Year,Electronic Check,2025-11,5,145.4,722.89,5,93,1,1,8,1.2,Low Risk,0,N/A
CUST-11287,Luminary Cyber Technologies,Financial Services,Professional,Month-to-Month,Bank Transfer,2024-11,4,370.81,1521.87,14,64,0,30,6,72.1,High Risk,0,N/A
CUST-11288,Meridian Cyber Technologies,E-Commerce,Starter,Month-to-Month,Credit Card,2026-02,2,161.38,332.58,9,49,1,1,7,28.9,Low Risk,0,N/A
CUST-11289,Nova Cyber Technologies,Healthcare,Enterprise,2-Year,Credit Card,2025-03,3,1764.28,5329.47,121,69,0,5,3,23.1,Low Risk,1,Missing Core Feature
CUST-11290,Omni Cyber Technologies,Education,Starter,Month-to-Month,Electronic Check,2024-07,23,187.9,4266.98,10,67,0,0,8,11.4,Low Risk,0,N/A
CUST-11291,Pinnacle Cyber Technologies,Healthcare,Starter,Month-to-Month,Credit Card,2026-01,6,134.24,805.16,5,17,4,1,10,53.7,Medium Risk,0,N/A
CUST-11292,Acro Cyber Technologies,Financial Services,Starter,1-Year,Electronic Check,2025-11,5,112.51,561.84,2,50,0,2,7,9.5,Low Risk,1,Executive Leadership Turnover
CUST-11293,Boreal Cyber Technologies,Education,Starter,Month-to-Month,Credit Card,2026-01,5,161.44,804.73,9,95,0,1,9,4.3,Low Risk,1,Poor Onboarding Experience
CUST-11294,Cortex Cyber Technologies,Manufacturing,Starter,Month-to-Month,Credit Card,2024-04,26,125.79,3387.54,5,43,3,2,9,3.9,Low Risk,0,N/A
CUST-11295,Equinox Cyber Technologies,Manufacturing,Professional,1-Year,Bank Transfer,2025-07,7,486.34,3455.77,26,94,1,1,7,3.6,Low Risk,0,N/A
CUST-11296,Flux Cyber Technologies,Technology,Starter,Month-to-Month,Credit Card,2024-04,4,174.64,714.27,10,93,0,2,5,22.3,Low Risk,0,N/A
CUST-11297,Galactic Cyber Technologies,Financial Services,Starter,Month-to-Month,Bank Transfer,2025-04,3,171.12,524.5,7,69,2,0,9,13.6,Low Risk,0,N/A
CUST-11298,Helix Cyber Technologies,E-Commerce,Starter,2-Year,Credit Card,2024-04,17,140.2,2297.44,6,89,0,1,2,3.6,Low Risk,0,N/A
CUST-11299,Infini Cyber Technologies,Manufacturing,Professional,Month-to-Month,Credit Card,2025-07,5,452.54,2221.79,23,37,0,8,10,16.8,Low Risk,0,N/A
CUST-11300,Krypton Cyber Technologies,Education,Enterprise,Month-to-Month,Bank Transfer,2025-02,9,1847.6,16447.73,131,35,0,3,6,34.3,Low Risk,0,N/A
CUST-11301,Matrix Cyber Technologies,E-Commerce,Starter,1-Year,Bank Transfer,2024-11,8,108.99,855.05,1,39,2,5,1,28.9,Low Risk,1,Budget Reallocation / Price
CUST-11302,Neutron Cyber Technologies,E-Commerce,Enterprise,Month-to-Month,Credit Card,2025-11,5,1199.4,5761.51,53,21,0,2,8,46.3,Medium Risk,1,Missing Core Feature
CUST-11303,Optima Cyber Technologies,Education,Professional,Month-to-Month,Bank Transfer,2026-01,4,525.04,2144.48,32,69,5,1,8,48.8,Medium Risk,1,Competitor Migration
